index,x,y,z,xn,yn,zn,error
1590,-4.857515,15.773163,-6.285711,-0.330740,0.908680,0.254777,12.503541
1591,-5.003624,15.485282,-7.295239,-0.471433,0.702459,-0.533200,3.553728
1592,-4.665247,14.748939,-7.852686,-0.169048,0.275423,-0.946343,8.428825
1593,-3.986554,14.003815,-7.895110,0.259715,-0.069339,-0.963193,5.053276
1594,-3.158182,13.666811,-7.370781,0.667185,-0.384764,-0.637825,15.943814
1595,-2.571979,13.896434,-6.537770,0.969402,-0.213975,-0.120312,9.670272
1596,-2.440140,14.642651,-5.961989,0.958208,0.195655,0.208703,6.222057
1597,-2.777820,15.635181,-5.804148,0.807459,0.582852,0.091071,15.994386
1598,-3.383662,16.329705,-6.337897,0.545942,0.819764,-0.173017,11.530954
1599,-3.777574,16.283355,-7.255981,0.355924,0.872267,-0.335362,1.613972
1664,-16.833529,7.145510,-3.551442,-0.529204,0.411548,-0.742005,4.253801
1665,-16.371424,6.376073,-3.952089,-0.268153,-0.051770,-0.961984,4.606118
1666,-15.582229,5.732870,-3.766185,-0.020894,-0.320519,-0.947012,13.364966
1667,-14.774929,5.466065,-3.274585,0.278643,-0.495793,-0.822525,8.087277
1668,-14.055931,5.256242,-2.660926,0.629663,-0.304072,-0.714888,4.060278
1669,-13.495036,5.156552,-1.706712,-0.107852,0.972897,-0.204548,6.773256
1670,-13.608038,6.006356,-0.864802,0.649842,0.508694,0.564744,4.394883
1671,-14.104923,6.699676,-0.361674,0.425283,0.260518,0.866755,9.632851
1672,-14.872827,7.413221,-0.387173,0.057599,0.570001,0.819623,5.926492
1673,-15.525093,7.964063,-0.961438,-0.182206,0.760834,0.622842,6.069859
1674,-15.896519,8.190954,-1.861751,-0.417448,0.879178,0.229747,11.499812
1675,-16.096692,8.149052,-2.843009,-0.537415,0.825189,-0.173920,4.466741
1676,-15.958546,7.739460,-3.804317,-0.511638,0.408729,-0.755756,5.679632
1677,-15.552171,6.948205,-4.197696,-0.294928,-0.035662,-0.954854,13.610318
1678,-14.910364,6.163232,-4.135366,-0.035866,-0.426612,-0.903723,10.775278
1679,-14.296614,5.610161,-3.571965,0.237373,-0.498713,-0.833630,7.834233
1680,-13.782213,5.471581,-2.815607,0.632580,-0.438197,-0.638613,3.807122
1681,-13.329312,5.624226,-1.942958,0.848405,0.388906,-0.359110,6.040097
1682,-13.329031,6.100624,-1.001025,0.740941,0.235782,0.628819,6.337920
1683,-13.665010,6.894483,-0.566446,0.658404,0.141888,0.739170,16.657111
1684,-14.244008,7.689630,-0.649933,0.224540,0.475050,0.850828,14.712445
1685,-14.759593,8.365226,-1.188707,-0.063725,0.761963,0.644477,3.752512
1686,-15.105565,8.691316,-2.080489,-0.373601,0.901878,0.216885,16.670613
1687,-15.229804,8.687808,-3.071844,-0.581859,0.753927,-0.305015,11.724639
1688,-15.165384,8.192618,-3.969019,-0.513066,0.412889,-0.752520,10.410714
1689,-14.839114,7.371752,-4.422583,-0.313535,-0.105878,-0.943656,7.620911
1690,-14.274502,6.496234,-4.417790,-0.052265,-0.461906,-0.885388,10.773311
1691,-13.661191,5.985695,-3.859111,0.270269,-0.576237,-0.771301,6.856577
1692,-13.117518,5.860522,-2.975557,0.657616,-0.579610,-0.481241,5.193036
1693,-12.788513,6.164335,-2.100955,0.844204,-0.494984,0.205696,18.936420
1694,-12.803201,6.816815,-1.373020,0.638798,-0.078236,0.765386,7.826913
1695,-13.158177,7.740019,-1.084025,0.426692,0.128265,0.895255,8.949343
1696,-13.690377,8.553404,-1.373485,0.074664,0.578524,0.812241,10.001452
1697,-14.229019,9.039593,-2.087141,-0.248788,0.873919,0.417576,11.383807
1698,-14.512870,9.032526,-3.103030,-0.430323,0.900776,-0.058517,4.245504
1699,-14.473839,8.637847,-3.971713,-0.522990,0.605581,-0.599794,15.984005
1700,-14.151574,7.861778,-4.568420,-0.257444,0.124726,-0.958210,8.669448
1701,-13.583887,7.050251,-4.557131,0.006097,-0.399414,-0.916750,4.868247
1702,-12.936725,6.477034,-4.049990,0.311486,-0.668787,-0.675056,9.404008
1703,-12.439709,6.277901,-3.260292,0.604616,-0.624758,-0.494082,2.902500
1704,-12.146089,6.701249,-2.345168,0.816070,-0.436649,0.378639,6.721385
1705,-12.165527,7.453137,-1.583208,0.624040,-0.071348,0.778128,7.050932
1706,-12.526163,8.348875,-1.420345,0.218290,0.351262,0.910475,11.896411
1707,-13.029028,9.185782,-1.804784,-0.076252,0.634482,0.769167,4.740803
1708,-13.486499,9.563861,-2.629919,-0.434707,0.851209,0.294063,11.849281
1709,-13.825717,9.498105,-3.519687,-0.489411,0.806468,-0.331792,8.989571
1710,-13.738658,8.974055,-4.424145,-0.427850,0.506172,-0.748822,10.300896
1711,-13.330178,8.160856,-4.855348,-0.267117,0.035057,-0.963026,16.243528
1712,-12.735360,7.326861,-4.693052,0.079327,-0.428566,-0.900021,5.659708
1713,-12.085300,6.957784,-3.994513,0.460798,-0.734308,-0.498454,2.445788
1714,-11.564934,7.041515,-3.125176,0.705799,-0.666304,-0.240597,4.323159
1715,-11.342936,7.595703,-2.343322,0.646954,-0.437113,0.624806,7.091612
1716,-11.547609,8.436923,-1.865259,0.373567,-0.103717,0.921787,7.233187
1717,-11.999400,9.331468,-1.947116,0.113435,0.363569,0.924635,11.848965
1718,-12.501740,9.952428,-2.502221,-0.272044,0.727076,0.630360,8.904536
1719,-12.926803,9.994546,-3.484109,-0.546062,0.837692,-0.009365,6.319625
1720,-13.033959,9.577644,-4.371831,-0.487466,0.653040,-0.579582,3.991930
1721,-12.727469,8.856351,-4.988538,-0.333309,0.171244,-0.927136,12.190305
1722,-12.190349,7.983093,-5.029256,-0.113094,-0.230532,-0.966470,6.046714
1723,-11.503447,7.471009,-4.428704,0.299999,-0.653212,-0.695208,4.817707
1724,-10.977653,7.426900,-3.568340,0.647991,-0.759541,-0.056610,1.694259
1725,-10.787811,7.928926,-2.667061,0.660337,-0.561009,0.499223,9.112981
1726,-10.949713,8.814210,-2.180827,0.295145,0.112986,0.948749,8.707577
1727,-11.429507,9.713484,-2.322384,-0.099291,0.497696,0.861650,7.770491
1728,-11.794631,10.462160,-2.920601,-0.353867,0.777322,0.520143,7.087174
1729,-12.169558,10.456964,-3.917684,-0.590574,0.795394,-0.136272,6.390301
1730,-12.138936,10.018971,-4.777277,-0.610635,0.436783,-0.660564,9.039756
1731,-11.554472,9.325516,-5.221585,-0.280576,-0.032506,-0.959281,11.388664
1732,-10.825678,8.675541,-5.297218,0.061017,-0.526159,-0.848194,5.988336
1733,-10.100514,8.282165,-4.716576,0.369835,-0.826696,-0.424023,6.956799
1734,-9.555707,8.422799,-3.874306,0.561975,-0.816973,0.129380,9.761440
1735,-9.393550,9.018773,-3.029064,0.604892,-0.589443,0.535410,8.597371
1736,-9.649077,9.939054,-2.653329,0.341499,0.061526,0.937866,8.765014
1737,-10.145525,10.809158,-2.756396,-0.051211,0.533979,0.843946,10.368913
1738,-10.645713,11.338361,-3.495482,-0.410481,0.805005,0.428337,6.850350
1739,-10.889924,11.428173,-4.440203,-0.638141,0.765053,-0.086426,14.078662
1740,-10.751505,11.020478,-5.355316,-0.661014,0.415908,-0.624565,13.480052
1741,-10.230920,10.337565,-5.810276,-0.385869,-0.043658,-0.921520,10.922654
1742,-9.472019,9.691780,-5.843519,-0.004038,-0.497015,-0.867733,9.955555
1743,-8.799978,9.270632,-5.247893,0.389670,-0.794027,-0.466561,6.250377
1744,-8.275513,9.311183,-4.417497,0.607942,-0.793958,-0.006122,11.192801
1745,-8.117265,9.879939,-3.579584,0.675433,-0.490973,0.550214,9.013714
1746,-8.319325,10.815710,-3.152368,0.434789,-0.018664,0.900339,14.043781
1747,-8.749825,11.695253,-3.213996,0.066113,0.457567,0.886714,15.588826
1748,-9.243095,12.305726,-3.867262,-0.353094,0.808488,0.470820,11.375695
1749,-9.572293,12.437981,-4.767084,-0.627460,0.778041,0.030739,13.443571
1750,-9.479831,12.138114,-5.726869,-0.592799,0.443980,-0.671916,11.557006
1751,-9.066872,11.495173,-6.283265,-0.436548,0.110642,-0.892852,11.793366
1752,-8.369286,10.754624,-6.344136,-0.040208,-0.331455,-0.942614,5.365447
1753,-7.643452,10.295841,-5.821427,0.450520,-0.645352,-0.616889,13.209085
1754,-7.063960,10.315158,-5.012860,0.650644,-0.758627,0.033876,2.213148
1755,-6.816425,10.847491,-4.251063,0.657665,-0.490765,0.571512,14.776881
1756,-6.985588,11.745876,-3.765817,0.527542,-0.118817,0.841179,5.031774
1757,-7.429578,12.587464,-3.791565,0.137596,0.482627,0.864950,14.613090
1758,-7.930914,13.246110,-4.311957,-0.288650,0.785129,0.547955,8.607918
1759,-8.244667,13.492088,-5.203322,-0.506235,0.845567,0.169537,17.916668
1760,-8.196410,13.267075,-6.137456,-0.633062,0.643126,-0.430839,9.045540
1761,-7.742998,12.681600,-6.821532,-0.549167,0.191642,-0.813443,5.135776
1762,-7.097312,11.934393,-6.765771,-0.170179,-0.356574,-0.918637,4.550957
1763,-6.375173,11.433675,-6.289104,0.449408,-0.683518,-0.575183,9.547623
1764,-5.812085,11.366509,-5.414018,0.693627,-0.670337,0.263683,8.637180
1765,-5.542637,11.865386,-4.740120,0.687635,-0.604560,0.402077,12.104200
1766,-5.629444,12.824324,-4.423549,0.450478,0.047269,0.891535,11.778790
1767,-6.087701,13.767888,-4.628075,-0.054387,0.531614,0.845239,4.724820
1768,-6.492824,14.045141,-5.412527,-0.331952,0.644430,0.305289,7.741753
1769,-6.897946,14.322394,-6.196979,-0.609517,0.757247,-0.234661,10.758687
1770,-6.734356,13.872942,-7.068723,-0.581918,0.415128,-0.699314,7.967198
1771,-6.126609,13.158847,-7.403753,-0.129894,-0.208077,-0.969449,5.539440
1772,-5.391275,12.588585,-7.202203,0.135712,-0.672446,-0.727598,4.346645
1773,-4.736249,12.312908,-6.475776,0.528954,-0.791562,-0.306002,0.642451
1774,-4.412643,12.665012,-5.507158,0.629951,-0.739777,0.236414,15.373342
1775,-4.517195,13.492272,-5.123866,0.531598,-0.210884,0.820324,5.915464
1776,-4.913554,14.444665,-5.062754,0.152630,0.357656,0.921296,11.090794
1777,-5.313026,15.137131,-5.620335,-0.354707,0.793982,0.493737,17.545610
1778,-5.574730,15.305442,-6.600483,-0.671706,0.738403,-0.059759,18.096754
1779,-5.431918,14.949980,-7.429368,-0.479300,0.463224,-0.745449,13.254000
1780,-4.902170,14.251489,-7.917964,-0.271349,0.080788,-0.959084,17.670155
1781,-4.180821,13.573515,-7.720742,0.186439,-0.478665,-0.857975,9.095179
1782,-3.519448,13.202566,-7.143376,0.512447,-0.633962,-0.579215,2.287927
1783,-3.140675,13.580553,-6.130741,0.789972,-0.598285,0.134163,0.673855
1784,-3.136056,14.430529,-5.639474,0.802676,0.098857,0.588166,9.384892
1785,-3.539772,15.327998,-5.563716,0.488731,0.601450,0.631981,12.282289
1786,-4.030268,16.069403,-6.179157,0.289687,0.927544,0.236100,13.839684
1787,-4.358051,16.123703,-7.179278,0.088956,0.872023,-0.481314,16.816007
1788,-4.278240,15.626155,-8.016828,0.133415,0.613017,-0.778724,15.378606
1789,-3.723631,14.896645,-8.361455,0.388745,0.357270,-0.849256,1.154005
1790,-2.955187,14.282073,-8.029226,0.668936,0.029797,-0.742722,6.327338
1791,-2.219355,14.166675,-7.365007,0.897207,-0.035375,-0.440190,14.202370
1792,-14.011192,-7.913868,6.881339,-0.251389,-0.105224,0.962150,10.633656
1793,-14.251447,-8.642131,6.207587,-0.567057,-0.467640,0.678056,7.844712
1794,-14.115270,-9.186277,5.376682,-0.540148,-0.840368,0.044962,6.281084
1795,-13.580079,-9.348292,4.649558,-0.423394,-0.801443,-0.422406,5.681899
1796,-12.703196,-8.980975,4.185887,0.041315,-0.505537,-0.861815,8.245721
1797,-11.946768,-8.383848,4.487560,0.551827,0.046791,-0.832645,6.679787
1798,-11.426045,-7.837310,5.241957,0.783993,0.511999,-0.351015,14.266527
1799,-11.439682,-7.701665,6.140899,0.667051,0.716777,0.203159,2.937523
1800,-11.822400,-8.063108,7.086752,0.204909,0.657257,0.725276,10.893941
1801,-12.396403,-8.801557,7.403378,-0.326608,0.269600,0.905894,6.736064
1802,-12.922127,-9.602572,7.047149,-0.691890,-0.261636,0.672930,2.347905
1803,-12.969032,-10.155151,6.238861,-0.751251,-0.645869,0.135919,15.270808
1804,-12.489211,-10.435588,5.427079,-0.505825,-0.771265,-0.386382,9.192475
1805,-11.707528,-10.281991,4.797923,-0.222587,-0.535259,-0.814833,15.634926
1806,-10.947503,-9.665271,4.816325,0.301508,-0.151944,-0.941279,5.240017
1807,-10.258923,-9.097622,5.273440,0.610049,0.417341,-0.673548,3.995581
1808,-9.952195,-8.684921,6.225422,0.652591,0.747993,-0.120958,6.545402
1809,-10.142216,-8.703239,7.183687,0.474763,0.780364,0.406978,13.605842
1810,-10.715275,-9.111004,7.916205,0.127473,0.584206,0.801532,6.672017
1811,-11.350084,-9.927295,8.040791,-0.295034,0.132967,0.946189,7.705537
1812,-11.789720,-10.770477,7.560838,-0.636947,-0.308567,0.706460,16.444525
1813,-11.752453,-11.418453,6.830629,-0.723467,-0.653894,0.221397,8.501811
1814,-11.248973,-11.628534,5.997771,-0.533963,-0.745341,-0.399187,17.756075
1815,-10.470218,-11.444586,5.424739,-0.124470,-0.575638,-0.808176,2.590762
1816,-9.552655,-10.975338,5.339918,0.290875,-0.097146,-0.951816,14.063751
1817,-8.993514,-10.400826,5.922474,0.635197,0.421251,-0.647358,10.063470
1818,-8.791669,-9.921171,6.839969,0.703876,0.685828,-0.184930,12.687335
1819,-9.068486,-9.861382,7.741508,0.527983,0.690397,0.494556,6.668772
1820,-9.634291,-10.407208,8.480742,0.100293,0.417041,0.903337,16.709798
1821,-10.260107,-11.204970,8.637460,-0.349099,-0.013222,0.936992,7.314701
1822,-10.487175,-12.035524,8.065833,-0.695540,-0.406934,0.592140,11.237554
1823,-10.465218,-12.633554,7.198795,-0.704958,-0.697363,-0.129302,12.835066
1824,-10.017199,-12.929436,6.441668,-0.391330,-0.727674,-0.563339,9.407826
1825,-9.172944,-12.636930,5.905430,-0.076132,-0.490452,-0.868136,14.055295
1826,-8.344052,-12.052203,5.917533,0.361656,-0.079044,-0.928955,15.939268
1827,-7.660330,-11.476223,6.442503,0.669160,0.265527,-0.694060,7.570322
1828,-7.535553,-11.039754,7.326697,0.789072,0.568300,-0.233240,11.576807
1829,-7.903702,-11.087274,8.229588,0.586343,0.719201,0.372762,9.071757
1830,-8.541158,-11.795235,8.560470,0.050569,0.345290,0.623347,15.829827
1831,-9.178614,-12.503196,8.891353,-0.485206,-0.028620,0.873931,22.587897
1832,-9.449122,-13.384857,8.456926,-0.713531,-0.622187,0.322112,23.185061
1833,-9.229691,-13.972674,7.703579,-0.607628,-0.769202,-0.197780,6.550001
1834,-8.590839,-14.071118,6.909594,-0.417886,-0.767289,-0.486456,5.055185
1835,-7.734084,-13.758610,6.495934,0.058119,-0.515540,-0.854892,12.128706
1836,-7.002590,-13.153671,6.744596,0.506029,-0.039953,-0.861591,12.639050
1837,-6.519838,-12.603311,7.385114,0.762957,0.411306,-0.498722,5.408397
1838,-6.526896,-12.252401,8.384415,0.744162,0.638466,0.196425,11.507753
1839,-6.970324,-12.321870,9.215400,0.382014,0.678604,0.627345,11.001533
1840,-7.638519,-12.952897,9.678865,-0.176117,0.377467,0.909121,6.326238
1841,-8.030629,-13.867726,9.367052,-0.558908,-0.157744,0.814087,12.272049
1842,-8.271672,-14.572243,8.829859,-0.676890,-0.599410,0.427233,8.776818
1843,-7.786973,-15.037233,8.041395,-0.501643,-0.847290,-0.174511,13.152134
1844,-7.066871,-14.903094,7.392992,-0.115367,-0.698521,-0.706229,18.133006
1845,-6.207997,-14.376664,7.200138,0.389461,-0.330444,-0.859725,6.323047
1846,-5.571131,-13.787886,7.786265,0.848629,0.103300,-0.518805,15.504517
1847,-5.502431,-13.369340,8.646262,0.875240,0.459345,0.151514,13.823308
1848,-5.785941,-13.380713,9.506924,0.627136,0.215254,0.748576,13.035927
1849,-6.418279,-13.951553,10.036737,0.348558,-0.158296,0.923824,10.647985
1850,-6.954180,-14.785979,10.173046,0.171823,-0.467798,0.866973,18.594612
1851,-7.149489,-15.665863,9.648403,0.085106,-0.778215,0.622205,6.544660
1852,-6.829700,-16.169316,8.739281,0.159240,-0.920443,0.356969,8.951128
1853,-6.141798,-16.046764,8.072382,0.292536,-0.955413,-0.040115,9.671649
1854,-5.364661,-15.317452,7.929453,0.854627,-0.515596,-0.061421,13.357619
1855,-4.784633,-14.564707,8.196844,-0.949491,0.303976,-0.077881,12.752344
1856,-17.886321,-5.920493,2.633314,-0.443748,-0.693068,-0.568106,6.741804
1857,-17.034090,-5.598511,2.126848,-0.153492,-0.585850,-0.795751,8.373449
1858,-16.036934,-5.480382,2.161618,0.077548,-0.523107,-0.848732,11.533346
1859,-15.136835,-5.332080,2.420104,0.183165,-0.555535,-0.811068,2.983166
1860,-14.237130,-5.138011,2.814860,0.523836,-0.548343,-0.651856,4.074870
1861,-14.133758,-4.725402,3.693790,0.722623,-0.118710,-0.209383,5.817367
1862,-14.030387,-4.312794,4.572719,0.921410,0.310923,0.233090,7.559863
1863,-14.743390,-4.202654,5.220523,0.455893,0.424851,0.782089,12.937346
1864,-15.674381,-4.449146,5.577254,0.039172,0.339416,0.939820,15.840699
1865,-16.555589,-4.853710,5.702041,-0.325867,0.102315,0.939863,4.624459
1866,-17.301963,-5.498604,5.487164,-0.564906,-0.224891,0.793918,3.621056
1867,-17.734537,-6.177300,4.803197,-0.781867,-0.447834,0.433738,13.709323
1868,-17.664344,-6.529323,3.945773,-0.721639,-0.687819,-0.078369,2.501389
1869,-17.127042,-6.610176,3.061479,-0.373735,-0.726562,-0.576567,10.029259
1870,-16.286184,-6.399984,2.456946,-0.015177,-0.588335,-0.808475,15.301727
1871,-15.406113,-5.965214,2.396995,0.189956,-0.470063,-0.861950,7.885333
1872,-14.559499,-5.477975,2.713113,0.523836,-0.548343,-0.651856,9.242994
1873,-13.900724,-5.061036,3.404871,0.813572,0.562792,-0.146170,3.359313
1874,-13.854456,-4.760920,4.426396,0.885154,0.463344,0.042601,2.842003
1875,-14.286380,-4.605243,5.300704,0.657050,0.469470,0.589816,14.064261
1876,-15.117901,-4.758914,5.871702,0.227236,0.415098,0.880941,10.639190
1877,-15.976784,-5.249372,6.052106,-0.089891,0.253449,0.963163,12.700371
1878,-16.666008,-6.004909,5.818785,-0.477860,-0.191729,0.857257,14.405511
1879,-17.052590,-6.653460,5.173968,-0.678960,-0.577226,0.453677,9.203256
1880,-16.990575,-7.062407,4.175267,-0.703457,-0.709730,-0.037835,9.752364
1881,-16.505944,-7.106505,3.283372,-0.272141,-0.746068,-0.607719,8.410485
1882,-15.750050,-6.815533,2.745314,-0.021911,-0.589749,-0.807289,13.277566
1883,-14.892133,-6.294423,2.555441,0.250318,-0.470055,-0.846398,12.051150
1884,-14.138906,-5.771374,2.964403,0.635737,-0.293978,-0.713733,6.927154
1885,-13.707962,-5.275281,3.836661,0.824192,0.495073,-0.274974,11.913599
1886,-13.745857,-5.000015,4.840450,0.837441,0.530370,0.131909,3.883391
1887,-14.305094,-5.066800,5.658254,0.382585,0.541895,0.748317,3.554237
1888,-15.049913,-5.461849,6.184889,0.005425,0.326346,0.945235,6.009849
1889,-15.814830,-6.135670,6.209316,-0.350242,-0.022711,0.936384,3.996961
1890,-16.294955,-6.924733,5.769274,-0.562488,-0.384653,0.731881,14.159280
1891,-16.336988,-7.401902,4.803935,-0.658586,-0.691493,0.296821,15.799325
1892,-16.051795,-7.514552,3.881951,-0.517296,-0.806033,-0.287605,5.331827
1893,-15.364387,-7.267313,3.094393,-0.087875,-0.616623,-0.782339,16.029619
1894,-14.513267,-6.681840,2.913760,0.312436,-0.384158,-0.868796,6.093852
1895,-13.767241,-6.182821,3.252787,0.720961,0.010425,-0.692897,8.323401
1896,-13.369513,-5.714889,4.161253,0.855697,0.439898,-0.272529,11.961759
1897,-13.405263,-5.449796,5.193049,0.696834,0.701992,0.147070,2.376920
1898,-13.935907,-5.625113,5.997682,0.423795,0.633230,0.647625,12.391606
1899,-14.743683,-6.181899,6.388441,-0.042652,0.316900,0.947499,13.200885
1900,-15.377089,-6.918706,6.280646,-0.389921,-0.170680,0.904892,13.852532
1901,-15.736200,-7.535364,5.510129,-0.606558,-0.671954,0.424931,3.194618
1902,-15.664618,-7.951838,4.604949,-0.544066,-0.830461,-0.119693,2.421011
1903,-15.109577,-7.865852,3.721146,-0.241336,-0.709461,-0.662135,3.722303
1904,-14.309523,-7.413374,3.317964,0.239626,-0.386378,-0.890669,17.023903
1905,-13.580946,-6.765803,3.484710,0.641261,0.009344,-0.767266,4.509606
1906,-13.055933,-6.153462,4.218175,0.800135,0.432868,-0.415221,16.950877
1907,-12.958506,-5.918336,5.269701,0.730520,0.670216,0.130962,10.185246
1908,-13.322409,-6.170050,6.138549,0.411661,0.617106,0.670609,10.236996
1909,-14.044973,-6.681876,6.680309,0.041538,0.372144,0.927245,16.152272
1910,-14.775649,-7.447054,6.544665,-0.376160,-0.177289,0.909435,11.853303
1911,-15.188021,-8.031310,5.862236,-0.608839,-0.590402,0.529850,14.916215
1912,-15.177739,-8.394212,4.904757,-0.539431,-0.825857,-0.164237,8.153163
1913,-14.677490,-8.308736,4.027051,-0.325092,-0.756678,-0.567233,3.417485
1914,-13.828099,-7.870357,3.579672,0.164564,-0.390948,-0.905582,10.260799
1915,-13.043248,-7.240412,3.730207,0.587041,0.010966,-0.809483,6.421689
1916,-12.506636,-6.670510,4.414710,0.793310,0.329501,-0.511946,17.859859
1917,-12.363863,-6.413577,5.464688,0.690773,0.717606,0.088731,2.245256
1918,-12.751093,-6.616705,6.347873,0.318848,0.645308,0.694200,9.043154
1919,-13.413836,-7.400719,6.760638,-0.052341,0.345684,0.936890,11.790579
1984,-14.604414,-8.887443,4.996969,-0.589465,-0.798175,-0.124284,11.263241
1985,-14.084707,-8.718584,4.146496,-0.202412,-0.673138,-0.711277,14.166735
1986,-13.241080,-8.354824,3.731720,0.069153,-0.427460,-0.901385,7.827506
1987,-12.445164,-7.852310,3.960770,0.516633,-0.025367,-0.855831,6.039886
1988,-11.847125,-7.289053,4.650477,0.762705,0.565180,-0.314410,3.606129
1989,-11.750349,-6.978705,5.703301,0.696121,0.704786,0.136720,2.595123
1990,-12.181219,-7.156308,6.489512,0.405625,0.627280,0.664822,10.408689
1991,-12.753261,-7.725129,7.112049,-0.059515,0.314714,0.947319,4.878958
1992,-13.325114,-8.560769,7.102621,-0.548979,-0.105975,0.829091,8.748465
1993,-13.597763,-9.352723,6.498726,-0.684602,-0.572927,0.450638,13.707555
1994,-13.396445,-9.842207,5.653000,-0.582707,-0.805824,-0.105363,0.295099
1995,-12.798849,-9.940033,4.881143,-0.420550,-0.751189,-0.508776,6.305434
1996,-11.927582,-9.471392,4.409307,0.037014,-0.445218,-0.894657,9.605995
1997,-11.147379,-8.930038,4.596850,0.529961,0.080843,-0.844160,15.772541
1998,-10.644770,-8.354880,5.370562,0.749271,0.455815,-0.480443,12.147743
1999,-10.618328,-8.087902,6.418818,0.658215,0.733020,0.171567,5.257544
2000,-11.067259,-8.382516,7.251506,0.350890,0.633134,0.689940,8.584275
2001,-11.663768,-9.098436,7.680615,-0.144676,0.268992,0.952214,8.370617
2002,-12.159956,-9.912939,7.467130,-0.608906,-0.112620,0.785207,11.031140
2003,-12.339977,-10.697593,6.781764,-0.814502,-0.542569,0.205440,3.205098
2004,-12.063898,-11.056700,5.865312,-0.521026,-0.744937,-0.416656,13.490694
2005,-11.316654,-10.912161,5.214368,-0.185282,-0.616305,-0.765401,12.465609
2006,-10.406326,-10.409370,4.991984,0.273877,-0.197053,-0.941361,11.379573
2007,-9.739103,-9.760197,5.445115,0.609373,0.272382,-0.744629,4.910942
2008,-9.402749,-9.329786,6.252069,0.776890,0.574362,-0.257973,10.642628
2009,-9.589815,-9.221870,7.278184,0.489085,0.743125,0.456685,9.685421
2010,-10.129102,-9.618546,8.040331,0.068742,0.421042,0.904433,14.104261
2011,-10.792467,-10.422751,8.221436,-0.366731,0.040422,0.929448,5.751736
2012,-11.178134,-11.303420,7.834463,-0.680356,-0.406362,0.609907,13.662144
2013,-11.100375,-11.995566,7.095230,-0.694289,-0.719690,-0.003031,16.240699
2014,-10.635142,-12.190080,6.268737,-0.533567,-0.783199,-0.319227,9.111003
2015,-9.780437,-11.928897,5.724679,0.011767,-0.521672,-0.853065,14.347343
2016,-8.881990,-11.384143,5.666441,0.459453,-0.139442,-0.877188,15.451636
2017,-8.292085,-10.821826,6.295313,0.619505,0.319041,-0.717235,11.456374
2018,-8.188377,-10.485507,7.235166,0.747525,0.641447,-0.172485,11.208016
2019,-8.575804,-10.539124,8.154341,0.505857,0.671369,0.541638,8.014751
2020,-9.196893,-11.253537,8.453791,0.013043,0.283846,0.706442,9.388716
2021,-9.817982,-11.967950,8.753240,-0.479771,-0.103677,0.871247,10.762682
2022,-9.997694,-12.788282,8.174998,-0.727256,-0.490531,0.480081,9.262743
2023,-9.762677,-13.320335,7.291579,-0.621502,-0.740283,-0.256353,5.676091
2024,-9.064627,-13.277131,6.570177,-0.424474,-0.679137,-0.598827,15.562929
2025,-8.146848,-12.888782,6.268295,0.098314,-0.343139,-0.934125,11.277607
2026,-7.371945,-12.340210,6.656949,0.711071,0.288543,-0.641187,11.280692
2027,-6.982957,-11.820762,7.398654,0.813465,0.508898,-0.281600,14.232617
2028,-7.121451,-11.637258,8.425194,0.560889,0.711242,0.423720,14.500236
2029,-7.678080,-12.062421,9.229186,0.089411,0.498874,0.862050,7.162840
2030,-8.383351,-12.795867,9.226008,-0.286485,0.160013,0.944628,4.860454
2031,-8.803205,-13.684678,8.958056,-0.670231,-0.587424,0.453567,13.430020
2032,-8.668466,-14.335258,8.201292,-0.669325,-0.742968,0.001738,15.507106
2033,-8.054889,-14.564577,7.359014,-0.344195,-0.680634,-0.646736,7.224053
2034,-7.195600,-14.157260,6.997591,0.193375,-0.371335,-0.908139,11.048552
2035,-6.445741,-13.557325,7.210476,0.612374,0.151984,-0.775821,4.113704
2036,-6.026002,-12.945350,7.928434,0.820101,0.560043,-0.117411,9.941654
2037,-6.237128,-12.843856,8.939359,0.724738,0.575457,0.378952,6.812364
2038,-6.778905,-13.259070,9.720468,0.153811,0.296748,0.942488,5.334738
2039,-7.380664,-14.105827,9.866949,-0.221818,-0.185315,0.957317,8.772137
2040,-7.605124,-14.963681,9.377394,-0.370326,-0.662650,0.650964,14.140527
2041,-7.325456,-15.560625,8.600156,-0.189336,-0.981908,-0.002997,14.110867
2042,-6.646166,-15.542356,7.834036,0.147941,-0.915598,-0.373891,15.153270
2043,-5.762680,-15.019932,7.691572,0.666215,-0.640488,-0.382011,14.314803
2044,-5.137013,-14.326066,8.031401,-0.949491,0.303976,-0.077881,17.681333
2045,-5.038605,-13.882332,8.952589,-0.908570,0.120506,-0.399974,15.169458
2046,-5.560444,-14.024122,9.797815,0.646849,-0.117863,0.753456,6.278824
2047,-6.422703,-14.432583,9.991105,0.363017,-0.217594,0.906020,12.711571
2050,-17.907821,-4.935850,5.265839,-0.676622,-0.129498,0.724854,10.204357
2051,-17.057256,-4.391222,5.256354,-0.327740,0.173784,0.928647,6.093810
2052,-16.284070,-3.848014,5.116245,-0.043023,0.381154,0.923510,14.157887
2053,-15.420979,-3.338507,4.987164,0.146040,0.389927,0.909192,11.831461
2054,-14.585890,-2.979082,4.723429,0.247661,0.266335,0.931520,10.776152
2055,-13.696873,-2.744254,4.414237,0.422886,-0.239227,0.874035,9.622537
