index,u,v
6,0.7864583333333334,0.5380208333333333
7,0.7859375,0.5515625
8,0.7838541666666666,0.5588541666666667
19,0.8088541666666667,0.5416666666666666
20,0.8057291666666667,0.5520833333333334
31,0.8286458333333333,0.5375
32,0.8270833333333333,0.5489583333333333
43,0.8484375,0.5411458333333333
44,0.8447916666666667,0.5494791666666666
54,0.8682291666666667,0.5385416666666667
55,0.8651041666666667,0.5458333333333333
64,0.775,0.5453125
65,0.771875,0.5557291666666667
76,0.7963541666666667,0.5359375
77,0.7973958333333333,0.5484375
78,0.7942708333333334,0.5567708333333333
89,0.81875,0.5421875
90,0.8166666666666667,0.5520833333333334
101,0.8390625,0.5421875
102,0.834375,0.5505208333333333
112,0.859375,0.5380208333333333
113,0.85625,0.5458333333333333
123,0.878125,0.5375
124,0.8729166666666667,0.5442708333333334
273,0.6114583333333333,0.5619791666666667
274,0.6130208333333333,0.5588541666666667
275,0.6130208333333333,0.5526041666666667
276,0.6135416666666667,0.54375
278,0.6260416666666667,0.546875
279,0.6255208333333333,0.5536458333333333
280,0.6239583333333333,0.5588541666666667
330,0.634375,0.546875
331,0.6333333333333333,0.55625
332,0.6322916666666667,0.5614583333333333
348,0.6463541666666667,0.546875
349,0.64375,0.5557291666666667
350,0.6421875,0.5604166666666667
365,0.6578125,0.5411458333333333
366,0.6557291666666667,0.5515625
367,0.6536458333333334,0.5583333333333333
382,0.6723958333333333,0.5447916666666667
383,0.66875,0.5526041666666667
389,0.6817708333333333,0.5453125
390,0.6802083333333333,0.5557291666666667
391,0.6770833333333334,0.5598958333333334
404,0.7078125,0.5380208333333333
405,0.70625,0.5489583333333333
406,0.7036458333333333,0.5572916666666666
420,0.7296875,0.5484375
421,0.7265625,0.5567708333333333
422,0.721875,0.5609375
434,0.7515625,0.54375
435,0.75,0.5541666666666667
436,0.746875,0.559375
448,0.6645833333333333,0.5598958333333334
461,0.6947916666666667,0.5380208333333333
462,0.69375,0.5494791666666666
463,0.6916666666666667,0.5578125
477,0.7182291666666667,0.546875
478,0.7151041666666667,0.5557291666666667
479,0.7114583333333333,0.5604166666666667
491,0.7416666666666667,0.5380208333333333
492,0.7416666666666667,0.55
493,0.7380208333333333,0.5588541666666667
505,0.7635416666666667,0.5385416666666667
506,0.7625,0.5505208333333333
507,0.7609375,0.5572916666666666
583,0.8411458333333334,0.4703125
584,0.8494791666666667,0.4796875
585,0.8552083333333333,0.4947916666666667
586,0.8578125,0.5109375
587,0.8546875,0.5255208333333333
588,0.85,0.5333333333333333
596,0.8661458333333333,0.46822916666666664
597,0.8755208333333333,0.4786458333333333
598,0.8807291666666667,0.49166666666666664
599,0.8854166666666666,0.5083333333333333
600,0.8828125,0.5229166666666667
601,0.8776041666666666,0.53125
609,0.8942708333333333,0.46875
610,0.9026041666666667,0.4796875
611,0.9088541666666666,0.4942708333333333
612,0.9114583333333334,0.5098958333333333
613,0.9088541666666666,0.5239583333333333
621,0.9182291666666667,0.4671875
622,0.9291666666666667,0.47708333333333336
623,0.9364583333333333,0.49166666666666664
624,0.9369791666666667,0.5072916666666667
625,0.934375,0.5197916666666667
626,0.9270833333333334,0.525
632,0.9364583333333333,0.4666666666666667
633,0.9473958333333333,0.47291666666666665
634,0.9572916666666667,0.48385416666666664
635,0.9625,0.5
636,0.9614583333333333,0.5151041666666667
637,0.9541666666666667,0.5234375
642,0.7114583333333333,0.45729166666666665
643,0.715625,0.4630208333333333
644,0.7192708333333333,0.47552083333333334
645,0.7234375,0.4890625
646,0.7255208333333333,0.50625
647,0.7276041666666667,0.5213541666666667
648,0.7255208333333333,0.5322916666666667
649,0.7223958333333333,0.5380208333333333
659,0.7447916666666666,0.465625
660,0.7489583333333333,0.47604166666666664
661,0.7520833333333333,0.4921875
662,0.7526041666666666,0.5072916666666667
663,0.753125,0.5229166666666667
664,0.7526041666666666,0.5338541666666666
665,0.7505208333333333,0.5395833333333333
674,0.7703125,0.465625
675,0.7765625,0.47291666666666665
676,0.7817708333333333,0.4859375
677,0.7854166666666667,0.5010416666666667
678,0.7859375,0.5171875
679,0.7838541666666666,0.5291666666666667
680,0.7791666666666667,0.5359375
689,0.8,0.46770833333333334
690,0.8067708333333333,0.475
691,0.8119791666666667,0.48854166666666665
692,0.815625,0.5046875
693,0.815625,0.5203125
694,0.8114583333333333,0.53125
695,0.80625,0.5359375
703,0.8244791666666667,0.46979166666666666
704,0.8317708333333333,0.47552083333333334
705,0.8395833333333333,0.4869791666666667
706,0.8447916666666667,0.503125
707,0.8447916666666667,0.5182291666666666
708,0.8401041666666667,0.5296875
709,0.8348958333333333,0.534375
717,0.8546875,0.46927083333333336
718,0.8630208333333333,0.48020833333333335
719,0.8682291666666667,0.4942708333333333
720,0.8713541666666667,0.5098958333333333
721,0.8692708333333333,0.5244791666666667
722,0.8645833333333334,0.5317708333333333
730,0.8807291666666667,0.4703125
731,0.8901041666666667,0.4796875
732,0.8953125,0.49322916666666666
733,0.8979166666666667,0.509375
734,0.8947916666666667,0.5234375
735,0.8895833333333333,0.5302083333333333
743,0.9104166666666667,0.4713541666666667
744,0.9208333333333333,0.48333333333333334
745,0.9255208333333333,0.4984375
746,0.9244791666666666,0.5140625
747,0.9203125,0.5244791666666667
